y	X.1	X.2	X.3	X.4	X.5	X.6	X.7	X.8	X.9	X.10	X.11	X.12	X.13	X.14	X.15	X.16	X.17	X.18	X.19	X.20
-1	0.239589131204411	0.803793198894709	0.999816360650584	0.138950557913631	0.0252215135842562	0.868764624930918	0.226672128541395	0.370606777956709	0.659070291789249	0.390728401485831	0.821107856929302	0.807221777737141	0.129440808203071	0.117494120961055	0.295450839679688	0.111926111392677	0.441691742511466	0.139614294748753	0.337788430508226	0.588464196538553
1	0.770771533250809	0.822333148214966	0.637784816790372	0.419260729569942	0.984970789868385	0.829974516527727	0.187544458312914	0.778582605533302	0.491251313360408	0.38967203698121	0.315049804281443	0.487015370745212	0.949577563209459	0.812566226581112	0.387944836169481	0.878821704303846	0.900234742788598	0.986741399159655	0.808846990112215	0.73292019427754
1	0.355897744419053	0.388310988433659	0.662214033771306	0.83570055803284	0.0938097722828388	0.981608535628766	0.115156937623397	0.928774180822074	0.240787321701646	0.550586007535458	0.386924364604056	0.294048790819943	0.490703498478979	0.869869028450921	0.747414637589827	0.995057374471799	0.0544416704215109	0.21229996602051	0.835304538020864	0.0962075381539762
-1	0.535597037756816	0.53074579173699	0.0887566176243126	0.97705667372793	0.00134356552734971	0.870782264042646	0.0416922392323613	0.27457721112296	0.721741342917085	0.843264991184697	0.167656176490709	0.132098325062543	0.871869198512286	0.662299440708011	0.238998077111319	0.0957720680162311	0.779912400292233	0.727943317964673	0.880624759942293	0.256192001281306
-1	0.0930881295353174	0.455840947106481	0.0889519108459353	0.785305551253259	0.684716536430642	0.223493906436488	0.964778396068141	0.20890032267198	0.720009985612705	0.0233801212161779	0.148881598841399	0.230574283283204	0.789134465157986	0.177240758435801	0.354462476214394	0.94811386638321	0.807413349626586	0.337614097166806	0.566885614767671	0.392720974981785
1	0.169803041499108	0.850812305929139	0.760430582100525	0.938611030345783	0.0381984759587795	0.653097735717893	0.727260690648109	0.0592650917824358	0.775322587229311	0.875999752664939	0.869665269041434	0.15810868400149	0.111908593447879	0.617173209786415	0.233518120134249	0.940248234197497	0.59683613316156	0.312063621822745	0.462251013843343	0.802096698898822
-1	0.899832450784743	0.217520719161257	0.180357549805194	0.837610882939771	0.556393339997157	0.416614081710577	0.381266551092267	0.404403528664261	0.357831364730373	0.137999097816646	0.222077155951411	0.936350099276751	0.919064889429137	0.393871818901971	0.931799187557772	0.288081926293671	0.366797026246786	0.202774329576641	0.647718865657225	0.537451667943969
-1	0.422637606970966	0.770921862218529	0.340576254064217	0.109660121612251	0.357615710468963	0.64684198028408	0.191801985027269	0.159706700360402	0.310643811011687	0.41964764893055	0.414726141141728	0.140088151907548	0.81620238814503	0.543068941449746	0.985518555855379	0.835255078738555	0.16803028807044	0.499503334751353	0.0067916929256171	0.819331295089796
1	0.747746467823163	0.275639364030212	0.0510485828854144	0.95800781599246	0.403115225955844	0.169172698166221	0.967899077571929	0.848057667957619	0.731149514904246	0.540839066263288	0.168915977934375	0.654429558897391	0.0399607627186924	0.804325215751305	0.487611152930185	0.294813246466219	0.986717352410778	0.534302755957469	0.620298760477453	0.0187714027706534
1	0.822652579983696	0.895359478890896	0.327782308682799	0.99590927339159	0.645996385486796	0.400619894498959	0.765878772595897	0.862858197651803	0.231682971352711	0.373950022971258	0.120970088988543	0.465304989600554	0.270282079000026	0.515979521907866	0.337117699440569	0.119822343112901	0.230862932046875	0.0353115135803819	0.353658959735185	0.043045240920037
-1	0.95465364633128	0.523639119928703	0.300274809123948	0.449904113309458	0.157688718521968	0.0816549626179039	0.273147334810346	0.736808290472254	0.19015592825599	0.681154457386583	0.480856185778975	0.129705911036581	0.267255189362913	0.369698188500479	0.858996240887791	0.345027985516936	0.143654559971765	0.0218610723968595	0.863296895753592	0.443509097443894
1	0.685444509377703	0.829177238745615	0.148901502368972	0.775479173054919	0.108586935792118	0.692902649752796	0.487741643795744	0.820466113742441	0.499592915643007	0.0525030391290784	0.331581677077338	0.0925746953580528	0.871059510856867	0.929425723617896	0.44537203386426	0.48313916195184	0.847232135245577	0.365029622334987	0.627140704076737	0.830945142777637
1	0.500503229675815	0.73543981811963	0.887208812404424	0.994367240695283	0.560222994536161	0.604882527841255	0.22461423301138	0.810490418225527	0.88434695196338	0.467891236301512	0.916835648939013	0.260225013829768	0.515200836351141	0.492993104970083	0.0986767988651991	0.504410285269842	0.456445314222947	0.751184608321637	0.197346453787759	0.50352271925658
-1	0.275483862496912	0.315128335496411	0.370992914307863	0.85436626477167	0.682568529155105	0.091791515937075	0.453341918531805	0.219746585004032	0.789828319335356	0.715018254471943	0.198273705784231	0.389371101278812	0.123804101254791	0.0395600427873433	0.300613914150745	0.465191503055394	0.709725950611755	0.903209791984409	0.438979986123741	0.433072093641385
-1	0.228903944836929	0.548315674997866	0.996052415575832	0.332484601531178	0.282359838020056	0.721271849004552	0.308915472356603	0.504215653287247	0.680114038754255	0.193738612812012	0.0489162432495505	0.969352155225351	0.633104939712211	0.803144326433539	0.646786914439872	0.0235094300005585	0.153643406927586	0.96920155081898	0.357467702589929	0.978164028609172
1	0.0144339059479535	0.580386281246319	0.388656788272783	0.83095472981222	0.891222840175033	0.452915192116052	0.539122370770201	0.317095676669851	0.866351626813412	0.748978994088247	0.746061441255733	0.145233185496181	0.135289859957993	0.463105160510167	0.929010656196624	0.994234184268862	0.243099566316232	0.920086485566571	0.100856427103281	0.914727256400511
-1	0.728964562527835	0.0540415176656097	0.133714615367353	0.521724016172811	0.170626094797626	0.52904358622618	0.0665518790483475	0.0730287048500031	0.482601979514584	0.646699752658606	0.606548997340724	0.308614287525415	0.430354082025588	0.123920476529747	0.0062466892413795	0.368159877602011	0.71884423866868	0.976378140039742	0.581783615751192	0.386296650161967
-1	0.249880471732467	0.487339799990878	0.667285220464692	0.797825431218371	0.276547525310889	0.263285696972162	0.249248277163133	0.129090025555342	0.378402357688174	0.927890617866069	0.701088360277936	0.971233759075403	0.718316426966339	0.892106605693698	0.944065700750798	0.36604257626459	0.652451749658212	0.286283354973421	0.504773225169629	0.574504946824163
-1	0.161183276679367	0.70940070762299	0.593265684088692	0.584105765679851	0.727723330957815	0.481480424990878	0.0478494209237397	0.243355861864984	0.164771114010364	0.696268453728408	0.278830607421696	0.0915970713831484	0.230630880221725	0.642165614757687	0.388508311938494	0.422024528961629	0.695564385037869	0.982496210373938	0.402814475586638	0.456514666322619
-1	0.0170426501426846	0.115930188680068	0.379190656356514	0.432789950631559	0.774053375469521	0.751016295747831	0.480361487250775	0.334021497517824	0.181786398869008	0.0507401281502098	0.435307086911052	0.935874110553414	0.571766627253965	0.662901571718976	0.0197923895902932	0.182248166762292	0.833009727299213	0.624383175279945	0.814869591733441	0.934772006468847
-1	0.486100345151499	0.895791755523533	0.914474367164075	0.184224182972685	0.277410173090175	0.4420696280431	0.146580631844699	0.284598550992087	0.100571063347161	0.103405098896474	0.923375743906945	0.061275509186089	0.703581503592432	0.118784624151886	0.266915162792429	0.841175978071988	0.42975504649803	0.443142180331051	0.438339239917696	0.0860449797473848
-1	0.102900171885267	0.733581526437774	0.477417458547279	0.342946933349594	0.729746176861227	0.382896705530584	0.287494295276701	0.200570939574391	0.60373478056863	0.902942397166044	0.351915108971298	0.608857430052012	0.0234101051464677	0.565599532565102	0.84431724739261	0.146000155480579	0.853551136096939	0.679346670396626	0.941699943272397	0.610475881258026
1	0.801547004608437	0.734002289595082	0.214118525153026	0.0844644464086741	0.645382040180266	0.54271680302918	0.38842582073994	0.178941309452057	0.421735510230064	0.127690877998248	0.182321472791955	0.906136010074988	0.719845504732803	0.189431358827278	0.481085108127445	0.739877579035237	0.854803238529712	0.262991248164326	0.713227748638019	0.0718407041858882
1	0.354328064946458	0.180147138889879	0.768377934815362	0.616232814267278	0.409567622467875	0.734972562640905	0.991783518809825	0.273924429435283	0.491655616788194	0.438923205947503	0.284754096996039	0.114517375826836	0.913179171737283	0.203880894463509	0.0895782951265574	0.0538270841352642	0.736829655943438	0.35626917751506	0.356070548994467	0.913178193615749
-1	0.936432539252564	0.875112698646262	0.927392609650269	0.235762392869219	0.0462710720021278	0.39218838326633	0.517482704250142	0.828640277031809	0.0225793099962175	0.997934668790549	0.477557712234557	0.211976145626977	0.884223759407178	0.677310204366222	0.890930108027533	0.561508972430602	0.350096531445161	0.339523544535041	0.833750776946545	0.965029009385034
1	0.245866392273456	0.598226015688851	0.538760541239753	0.408317743102089	0.24045510776341	0.953368481248617	0.464194431202486	0.219497693935409	0.415919918799773	0.942849033279344	0.233868039678782	0.210123692173511	0.120157393394038	0.581526163732633	0.0391067424789071	0.590046271448955	0.785450120922178	0.311677815625444	0.0379370886366814	0.193118163151667
-1	0.473141461377963	0.217712457757443	0.0351508506573737	0.71601136517711	0.368645361857489	0.123325638705865	0.148616885766387	0.485102583188564	0.367501224623993	0.988290006527677	0.208043657708913	0.980935051105917	0.564227807335556	0.450181351043284	0.912132244789973	0.153952194144949	0.260054524522275	0.813726010965183	0.720436475239694	0.886768868658692
-1	0.191560871200636	0.143976519815624	0.94854342052713	0.327048375736922	0.890560809057206	0.00819748570211232	0.205638511804864	0.186064548324794	0.151246041525155	0.980071850353852	0.902648824034259	0.297803396126255	0.174145472701639	0.158908519893885	0.913600171916187	0.334605677984655	0.452800112310797	0.755127491429448	0.904133251402527	0.2651559158694
-1	0.583221969893202	0.816860782215372	0.360254123806953	0.012941041495651	0.228434073273093	0.0105423075146973	0.897763023152947	0.538692169124261	0.518928612582386	0.374911678722128	0.872506304411218	0.0369352044072002	0.285651026293635	0.48417325457558	0.0574046650435776	0.596557821147144	0.339121720287949	0.613959963666275	0.74969981610775	0.133091279771179
1	0.459473189897835	0.35793563676998	0.712468520738184	0.508899981854483	0.93555770162493	0.0885331905446947	0.387070800643414	0.48574808286503	0.555476716952398	0.900514137931168	0.20282585779205	0.7699764741119	0.897657082183287	0.511371622793376	0.433653840562329	0.63153891894035	0.975922914920375	0.635779807111248	0.975943529047072	0.502440362935886
1	0.467434047954157	0.440736256306991	0.27429948351346	0.322516994550824	0.692329942481592	0.980120714753866	0.298595830798149	0.783887538593262	0.652141791768372	0.135672388365492	0.085141129558906	0.427838973701	0.951298518339172	0.878393986728042	0.976496546994895	0.245297273620963	0.585555516881868	0.433991849189624	0.593083468964323	0.147928469581529
1	0.399832555558532	0.113717057043687	0.90816914732568	0.517734042135999	0.910702591529116	0.885319765424356	0.552222652127966	0.380496106110513	0.566007294226438	0.661808282136917	0.0668455129489303	0.996120780240744	0.913717037299648	0.764818746829405	0.239416481927037	0.933281805366278	0.443975396919996	0.547733369050547	0.414826859021559	0.275053111137822
-1	0.505285596242175	0.831672048196197	0.0152194355614483	0.610396072734147	0.356703962897882	0.481836975319311	0.213391709374264	0.50284698815085	0.391509511275217	0.458845811197534	0.184371426468715	0.856630111578852	0.98065380891785	0.499438227387145	0.144815294304863	0.596647093305364	0.580112623982131	0.312004733365029	0.343414796283469	0.438833971042186
-1	0.0318881559651345	0.923528456594795	0.390190139645711	0.684642654377967	0.450779764214531	0.902140120277181	0.144098785473034	0.00129696168005466	0.162395638180897	0.876945791300386	0.959751929156482	0.274541843915358	0.0327216733712703	0.580631329677999	0.611772962613031	0.33820682647638	0.863077766494825	0.0898394116666168	0.00247878907248378	0.938028007512912
1	0.114467588020489	0.297196871135384	0.234746157191694	0.888747015967965	0.154249999206513	0.687789407558739	0.899373629828915	0.428922080434859	0.796217119321227	0.92237166268751	0.758812403306365	0.393182259751484	0.571975202998146	0.101230510044843	0.826000783825293	0.114701940910891	0.468911190051585	0.988952732412145	0.880738379433751	0.42558573000133
-1	0.468935475917533	0.736775480676442	0.102625648956746	0.73748788353987	0.824822889873758	0.476239359704778	0.768397939391434	0.0222938689403236	0.509028913918883	0.688495484413579	0.742659315932542	0.323163171997294	0.286098951008171	0.401530676987022	0.417402287246659	0.726328463293612	0.16837330092676	0.561287237564102	0.253961029928178	0.103360512992367
1	0.396986737614498	0.414002026896924	0.366346813971177	0.689914270769805	0.760693366173655	0.98135134880431	0.53719235653989	0.46852173935622	0.710021849954501	0.511025920975953	0.745099421590567	0.891659726155922	0.783208699664101	0.775848777033389	0.626104237046093	0.821564636426046	0.655986275523901	0.718752955552191	0.590288454899564	0.324525898788124
-1	0.833619194105268	0.0229226106312126	0.401622998993844	0.0227100818883628	0.507777616381645	0.246652287198231	0.626535820774734	0.481507108313963	0.783869952661917	0.864771055290475	0.852995895780623	0.0610351513605565	0.0484603343065828	0.980839458759874	0.518551865592599	0.312677095178515	0.954493572702631	0.269572480814531	0.393352270359173	0.483257303247228
1	0.761121743358672	0.390414785593748	0.331691676052287	0.229486350901425	0.928810467245057	0.984327459707856	0.200359750306234	0.585031639318913	0.294982068706304	0.803410597611219	0.201606548856944	0.809698851779103	0.937899595592171	0.307496288558468	0.243246799800545	0.485847282921895	0.378156778169796	0.35117499763146	0.632377874804661	0.633599687600508
-1	0.573356448905542	0.247672537574545	0.507175947539508	0.244891027454287	0.796971408650279	0.0730509159620851	0.363552248105407	0.359596681315452	0.119161354610696	0.715176150435582	0.134700030554086	0.833236689912155	0.894818851491436	0.162860575830564	0.110198478680104	0.777738619595766	0.206556053133681	0.14460974233225	0.913594150682911	0.201263238675892
1	0.447508045937866	0.466850576223806	0.990325511433184	0.541362925432622	0.891108521958813	0.188407644163817	0.745217633666471	0.0763534591533244	0.772119638044387	0.200197391910478	0.715084434719756	0.209148243302479	0.0933342631906271	0.137207867810503	0.988158616004512	0.308210165938362	0.897363880183548	0.63466282421723	0.179954177699983	0.0809273065533489
1	0.0838020080700517	0.322738196933642	0.646940222475678	0.448027994018048	0.380375528009608	0.902189146261662	0.900346016511321	0.422687998740003	0.971984264906496	0.357959956396371	0.0520399850793183	0.00825289147906005	0.0512976304162294	0.595866543008015	0.688681090017781	0.174813418649137	0.432666681706905	0.789948341203853	0.0920407620724291	0.619124106829986
-1	0.219138547312468	0.878178441664204	0.586234835442156	0.781770058674738	0.0437263702042401	0.383730082307011	0.269215459469706	0.313789706910029	0.474722893210128	0.955832799430937	0.245520106516778	0.431886191945523	0.52445642859675	0.783057953231037	0.822815549327061	0.0254187132231891	0.666059087961912	0.80230330186896	0.27524484321475	0.218417312717065
1	0.07557029183954	0.162786687258631	0.786986469291151	0.365328470710665	0.476364036323503	0.880236348602921	0.155174963409081	0.0649533253163099	0.295288005378097	0.554467364912853	0.125548626761883	0.913492599502206	0.853981444146484	0.501344955060631	0.987119456520304	0.702209097566083	0.432663162937388	0.266697682673112	0.519200835842639	0.17799172620289
-1	0.534426784375682	0.995373070472851	0.870625856565312	0.363040445372462	0.719662484480068	0.0693472467828542	0.193659792654216	0.219410738674924	0.574978168820962	0.231935126939788	0.240491720614955	0.916802514577284	0.23227851674892	0.216587251517922	0.730929349316284	0.552813256392255	0.0387568832375109	0.32084028609097	0.802268151659518	0.375724259996787
1	0.641356576699764	0.689817006699741	0.200264341197908	0.479099880205467	0.843127908883616	0.806218433193862	0.305003214627504	0.1861876049079	0.811726489337161	0.765551667893305	0.472856583772227	0.586903146700934	0.00281396857462823	0.0604345528408885	0.997868672013283	0.518980622058734	0.0282362282741815	0.425786935957149	0.581760473549366	0.543912987224758
1	0.525739317527041	0.227645422564819	0.392898323247209	0.118028502445668	0.642096932511777	0.763002167921513	0.76056111510843	0.958292270544916	0.974886887008324	0.82652020198293	0.0935433336999267	0.924281446961686	0.979210371151567	0.0624306625686586	0.754487466998398	0.641160465078428	0.322157398564741	0.191299581667408	0.441394722787663	0.000925672706216574
-1	0.0392813880462199	0.766024671029299	0.0137105041649193	0.538288923446089	0.0841332755517215	0.0108170155435801	0.433618240058422	0.194149431074038	0.558556187199429	0.938217586604878	0.932612040778622	0.25694691692479	0.0374518565367907	0.889276758069173	0.840966583695263	0.500365915708244	0.442513449583203	0.217190561117604	0.427146539324895	0.572574726771563
1	0.545859839767218	0.990935809677467	0.695163973141462	0.291478880681098	0.934762792661786	0.372420734725893	0.561771848471835	0.549257066100836	0.34812796744518	0.14980229223147	0.727058811346069	0.824053591582924	0.79254466528073	0.684274192200974	0.932465905323625	0.432376812445	0.449778162175789	0.131316850660369	0.939240667037666	0.286356793018058
-1	0.372763097286224	0.747709331568331	0.129648140864447	0.605037133907899	0.157640453893691	0.0819899728521705	0.381071528885514	0.709510114742443	0.156624674331397	0.838176808552817	0.656798837939277	0.612133400747553	0.60115550714545	0.354080255376175	0.473594948183745	0.14333137893118	0.652915903134272	0.000620038481429219	0.997088879579678	0.98319616029039
-1	0.961302414536476	0.729463790543377	0.356596227036789	0.36301317345351	0.575359234353527	0.315523982280865	0.309692742768675	0.736756560392678	0.512900947360322	0.00104621727950871	0.364613868063316	0.870003431802616	0.836665500653908	0.732889810344204	0.143310715211555	0.0521134450100362	0.771434436785057	0.248039198573679	0.371746321907267	0.702570389257744
1	0.257341569056734	0.830157151212916	0.0899099248927087	0.710482036694884	0.490713335806504	0.0828922733198851	0.978641702327877	0.425346648087725	0.799037716817111	0.172068678541109	0.767739685019478	0.577614987036213	0.502176868263632	0.512767536565661	0.0607030687388033	0.0454992298036814	0.242675076471642	0.387371041113511	0.7226482918486	0.143867356469855
-1	0.207951683318242	0.0259805398527533	0.0370635539293289	0.486796506214887	0.718750809086487	0.341842972906306	0.79467015620321	0.213407593546435	0.804127018200234	0.713132243603468	0.201037027640268	0.0682595891412348	0.751529215602204	0.957259943708777	0.411840621149167	0.0151516133919358	0.789501618593931	0.65573314554058	0.978997844504192	0.915004458045587
1	0.861382439732552	0.0469345354940742	0.945765646640211	0.891667697345838	0.939037899021059	0.141625049058348	0.816180754220113	0.372535011963919	0.121355159208179	0.270043748896569	0.936801792588085	0.166155551560223	0.770886631682515	0.408692167839035	0.626525972504169	0.974954728037119	0.617889204761013	0.188853179337457	0.589806635631248	0.535006686579436
-1	0.464391982648522	0.995615484192967	0.132112900028005	0.349029622972012	0.521182624623179	0.368556490400806	0.367068900028244	0.169061952503398	0.7039677540306	0.373890113318339	0.441811255412176	0.461900803493336	0.80463911453262	0.202563077444211	0.364898159634322	0.0990755972452462	0.0768948895856738	0.537504910258576	0.34371225675568	0.893329117214307
-1	0.222867433447391	0.114065864589065	0.771689916262403	0.612229021498933	0.223817642778158	0.173243423458189	0.553863669745624	0.295655065216124	0.675200063036755	0.900933086872101	0.771091640694067	0.124214753508568	0.00361995445564389	0.39051543129608	0.599531589075923	0.69981499388814	0.098242937354371	0.224411466391757	0.826507570454851	0.924130953848362
1	0.623549601528794	0.928903843974695	0.238001194782555	0.315482071600854	0.822206384269521	0.847526096971706	0.0954654330853373	0.168155713006854	0.890753125073388	0.428621313069016	0.48075728979893	0.571867568884045	0.713393644429743	0.255947817349806	0.0785011779516935	0.0413363606203347	0.0407161805778742	0.455470553133637	0.814342375611886	0.111505846027285
